property_url,title,reference_no,purpose,type,added_on,furnishing,currency,amount,location,bedrooms,bathrooms,size,agent_name,img_url,breadcrumbs,description
https://www.bayut.eg/en/property/details-199091181.html,شقة 3 غرف وحديقة 100م متشطبة في كمبوند اوركيدا قرب الديار المخابرات,Bayut - ID199091181,For Sale,Apartment,12 October 2023,,EGP,"3,250,000","South Investors, New Cairo, Cairo",3 Beds,2 Baths,172 Sq. M.,Guide Estate,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3863140-800x600.jpeg,Cairo Apartments,شقة أرضي ب جنينة للبيع في كمبوند اوركيديا ريزورت في منطقه المستثمرين الجنوبيه  في شارع الجزيرة من شارع التسعين الجنوبي قرب نادى الزهور و الجامعة الامريكيه و جامعة المستقبل وكومباوند ديار المخابرات وكومبوند كوندورد والجامعه الأمريكية ونادي الزهور
https://www.bayut.eg/en/property/details-199091179.html,بنتهاوس متشطب بالتكيفات ريسيل أقل من سعر الشركة Village West,Bayut - ID199091179,For Sale,Penthouse,12 October 2023,Unfurnished,EGP,"6,500,000","Village West, Sheikh Zayed, Giza",3 Beds,3 Baths,243 Sq. M.,ISKAN REALESTATE,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3863124-800x600.jpeg,Giza Penthouses,بنتهاوس متشطب بالتكيفات ريسيل أقل من سعر الشركة
https://www.bayut.eg/en/property/details-199090983.html,شقه للبيع بكمبوند هايد بارك 207متر لوكيشن مميز وبأقل سعر,Bayut - ID199090983,For Sale,Apartment,12 October 2023,Unfurnished,EGP,"6,750,000","Hyde Park New Cairo, New Cairo, Cairo",3 Beds,4 Baths,207 Sq. M.,Ahmed Sayed,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3862484-800x600.jpeg,Cairo Apartments,. كمبوند هايد بارك
https://www.bayut.eg/en/property/details-199090612.html,شقتك ب مدينتي 165م متشطبه استلام فوري كاش او بالتقسيط ب b12,Bayut - ID199090612,For Sale,Apartment,12 October 2023,Unfurnished,EGP,"2,200,000","Madinaty, Madinaty, Cairo",3 Beds,3 Baths,165 Sq. M.,osama,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3859626-800x600.jpeg,Cairo Apartments,اغتنم الفرصه وامتلك شقة 165م استلام فوري بالتقسيط ع 7 سنوات
https://www.bayut.eg/en/property/details-199090816.html,شقه للبيع بكمبوند هايد بارك 144متر لوكيشن مميز وبأقل سعر,Bayut - ID199090816,For Sale,Apartment,12 October 2023,Unfurnished,EGP,"4,610,000","Hyde Park New Cairo, New Cairo, Cairo",2 Beds,3 Baths,144 Sq. M.,Ahmed Sayed,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3860691-800x600.jpeg,Cairo Apartments,كمبوند هايد بارك
https://www.bayut.eg/en/property/details-199091698.html,شقه للبيع 150 متر في كمبوند بلوم فيلدز المستقبل سيتي bloomfield,Bayut - nQwTOG-199091698,For Sale,Apartment,12 October 2023,Unfurnished,EGP,"7,372,000","Bloomfields, Mostakbal City, Cairo",3 Beds,2 Baths,150 Sq. M.,Laplage Group Real Estate,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3865282-800x600.jpeg,Cairo Apartments,شقه للبيع في بلوم فيلدز بمدينه المستقبل القاهره الجديده
https://www.bayut.eg/en/property/details-199091438.html,شقة للبيع 165م فى العاصمة الادارية فى كمبوند بلو فيرت Blu Vert,Bayut - zwDPb8-199091438,For Sale,Apartment,12 October 2023,Unfurnished,EGP,"4,713,000","Blue Vert, New Capital City, Cairo",3 Beds,3 Baths,165 Sq. M.,Laplagegroup,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3864797-800x600.jpeg,Cairo Apartments,اسكن فى العاصمة بكمبوند بلو فيرت Blu Vert كامل الانشاءات واستمتع بكل الخدمات والمميزات الترفيهية التى تتمناها!!
https://www.bayut.eg/en/property/details-199091009.html,شقة للبيع 146م فى العاصمة الادارية فى كمبوند بلو فيرت Blu Vert,Bayut - CjHRMI-199091009,For Sale,Apartment,12 October 2023,Unfurnished,EGP,"3,840,000","Blue Vert, New Capital City, Cairo",3 Beds,3 Baths,146 Sq. M.,Laplagegroup,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3862671-800x600.jpeg,Cairo Apartments,اسكن فى العاصمة بكمبوند بلو فيرت Blu Vert كامل الانشاءات واستمتع بكل الخدمات والمميزات الترفيهية التى تتمناها!!
https://www.bayut.eg/en/property/details-199088761.html,ستاند الون في hap town مع حسن علام في المستقبل بمقدم 5% وقسط 8 سنوات,Bayut - ID199088761,For Sale,Villa,11 October 2023,Unfurnished,EGP,"23,000,000","Haptown, Mostakbal City, Cairo",5 Beds,4 Baths,300 Sq. M.,Ahmad-Ashraf,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3816295-800x600.jpeg,Cairo Villas,بافضل سعر مع حسن علام استثمر الان في اخر مشاريعهم
https://www.bayut.eg/en/property/details-199088755.html,امتلك توين هاوس مع حسن علام في hap town حسن علام مستقبل سيتي قسط 8سنين,Bayut - ID199088755,For Sale,Twin House,11 October 2023,Unfurnished,EGP,"18,000,000","Haptown, Mostakbal City, Cairo",4 Beds,4 Baths,250 Sq. M.,Ahmad-Ashraf,https://bayut-eg-production.s3.amazonaws.com/thumbnails/3816279-800x600.jpeg,Cairo Twin Houses,بافضل سعر مع حسن علام استثمر الان في اخر مشاريعهم
